FAMSUP,STUBEHA,STAFFSHORT,PROPSUPP,SCHSIZE,RATCMP1,LANGN_Other,REPEAT_Repeated at lease once,SCHLTYPE_Private independent,SCHLTYPE_Public,IMMIG_Native student,external_evaluation_No,"external_evaluation_Yes, based on school initiative","external_evaluation_Yes, this is mandatory, e.g. based on district or ministry policies",Gender_Male,additional_math_classes_No,additional_math_classes_Yes,PROGN_Technical,PROGN_Vocational,CLSIZE,math_grouping,degree_of_competition,municipality_size,EDUSHORT_binned,ESCS,INSTLEAD,TEACHBEHA,DIGPREP,SCHAUTO_ORDINAL,track_student_attendance,PROATCE,SCSUPRTED,PROBSCRI
-0.5351457293410453,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.5551,-0.966,0.4883,-0.4675,2.0,1,1,1,1
0.6899462308951563,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-1.2121,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-0.39397176607622564,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.144,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-0.5359024608058107,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,-0.0938,-0.966,0.4883,-0.4675,2.0,1,1,1,1
-1.0136969455968166,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.5802,-0.966,0.4883,-0.4675,2.0,1,1,1,1
1.4268799498451166,-0.6489624508838782,0.8352004974289892,-0.7619666745205026,-0.0907709364620056,-0.037008988664087354,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.3124,-0.966,0.4883,-0.4675,2.0,1,1,1,1
0.360307721749131,0.04838888046463591,0.19712796931792625,-0.01291921430209157,-0.1387076291947751,0.24815824433241299,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,-0.7283,-0.667,-0.5205,-0.2788,2.0,1,1,1,1
-0.1524454447739579,0.04838888046463591,0.19712796931792625,-0.01291921430209157,-0.1387076291947751,0.24815824433241299,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,-0.1786,-0.667,-0.5205,-0.2788,2.0,1,1,1,1
0.360307721749131,0.04838888046463591,0.19712796931792625,-0.01291921430209157,-0.1387076291947751,0.24815824433241299,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,-0.6603,-0.667,-0.5205,-0.2788,2.0,1,1,1,1
-0.9781669448241103,0.04838888046463591,0.19712796931792625,-0.01291921430209157,-0.1387076291947751,0.24815824433241299,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0194,-0.667,-0.5205,-0.2788,2.0,1,1,1,1
